hexcode,airline,registration,aircraft,aircraft_thumbnail,latitude,longitude,altitude,distance,first_seen_time
c06a9b,Delta Air Lines,N397DN,A321 211SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.501526,-79.78877,36000,130.2449839367088,Sat May 17 19:05:20 2025
c00dea,British Airways,G-ZBLI,787 10,https://hexdb.io/static/aircraft-images/G-ZBLI-thumb.jpg,43.516388,-79.733212,35000,34.942229477195205,Sat May 17 19:06:21 2025
c05edf,Air Canada,C-GJYC,A220 300,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.15844,-80.921892,36000,132.14614563686692,Sat May 17 19:13:01 2025
c06751,WestJet,C-GNDG,737NG 8CT/W,https://hexdb.io/static/aircraft-images/C-GNDG-thumb.jpg,43.314902,-79.361376,11675,39.36218051378323,Sat May 17 19:04:48 2025
aaed0c,Alaska Airlines,N803AK,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.647461,-80.664056,34000,127.58594659449936,Sat May 17 19:11:00 2025
a49d22,Delta Air Lines,N397DN,A321 211SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.511917,-80.243017,34425,131.10734875590865,Sat May 17 19:08:24 2025
c0173a,Porter Airlines,C-GZQG,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.579645,-79.927695,11250,49.68176025485368,Sat May 17 19:11:00 2025
c05430,Air Canada,C-FIUR,777 333ER,https://hexdb.io/static/aircraft-images/C-FIUR-thumb.jpg,43.578918,-79.759145,5775,34.840294129518924,Sat May 17 19:07:22 2025
71002a,Air Canada,C-GEHY,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.109894,-80.970388,37000,134.93805990112688,Sat May 17 19:13:01 2025
40731c,British Airways,G-ZBJI,787 8,https://hexdb.io/static/aircraft-images/G-ZBJI-thumb.jpg,43.106627,-80.463213,40000,102.41830986194654,Sat May 17 19:14:03 2025
c00d51,Flair Airlines,C-FFBC,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.691882,-80.029646,10825,59.19618980427381,Sat May 17 21:22:16 2025
c0884f,Porter Airlines,C-GZQC,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.681175,-79.895063,7550,46.62140456845216,Sat May 17 20:35:39 2025
a546c9,American Eagle,N439YX,EMB-175 LR,https://hexdb.io/static/aircraft-images/N439YX-thumb.jpg,42.427523,-80.011128,31000,138.1863607894117,Sat May 17 19:09:57 2025
ab62f8,Southwest Airlines,N8326F,737NG 8H4/W,https://hexdb.io/static/aircraft-images/N8326F-thumb.jpg,42.027872,-80.279271,40000,175.0460233338878,Sat May 17 19:09:57 2025
495269,Azores Airlines,CS-TSI,A321 253NXSL,https://hexdb.io/static/aircraft-images/CS-TSI-thumb.jpg,43.566193,-79.797023,6450,38.442229222845924,Sat May 17 21:32:01 2025
c07e2c,Air Canada,C-GVUH,A220 300,https://hexdb.io/static/aircraft-images/C-GVUH-thumb.jpg,43.466337,-81.123047,22975,154.4522754297674,Sat May 17 19:10:59 2025
c05007,Air Canada,C-GEHY,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.964874,-81.423319,37000,159.82367405936813,Sat May 17 19:11:00 2025
c03493,Air Transat,C-FTXQ,A321 211SL,https://hexdb.io/static/aircraft-images/C-FTXQ-thumb.jpg,43.356101,-79.388188,11400,34.70195810821133,Sat May 17 19:13:01 2025
c060be,Porter Airlines,C-GKQN,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.677591,-79.859946,9250,43.34078765984474,Sat May 17 19:16:35 2025
a6cacb,Delta Air Lines,N537DT,A321 271NXSL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.658516,-80.991658,31975,134.9672460370259,Sat May 17 19:21:43 2025
c00cd6,WestJet,C-FEWJ,737MAX 8,https://hexdb.io/static/aircraft-images/C-FEWJ-thumb.jpg,43.68071,-79.805668,7375,38.357219571468356,Sat May 17 19:18:37 2025
a81773,Spirit Airlines,N620NK,A320 232SL,https://hexdb.io/static/aircraft-images/N620NK-thumb.jpg,42.471222,-80.056936,37975,134.0128206520593,Sat May 17 19:17:36 2025
c058be,Air Canada,C-GHPT,787 8,https://hexdb.io/static/aircraft-images/C-GHPT-thumb.jpg,43.599609,-79.753205,5000,33.868720748960214,Sat May 17 19:18:38 2025
ad7282,Delta Air Lines,N966AT,717 2BD,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.757811,-80.052455,30000,107.61215192173611,Sat May 17 19:18:38 2025
4076e8,British Airways,G-XWBA,A350 1041,https://hexdb.io/static/aircraft-images/G-XWBA-thumb.jpg,43.536398,-79.802987,7350,39.811187433139814,Sat May 17 19:21:43 2025
a2e806,Alaska Airlines,N287AK,737NG 900ER/W,https://hexdb.io/static/aircraft-images/N287AK-thumb.jpg,42.62764,-80.150195,34000,120.41241432646058,Sat May 17 19:22:45 2025
c05857,Air Canada,C-GHLU,767 333ERBDSF/W,https://hexdb.io/static/aircraft-images/C-GHLU-thumb.jpg,42.803759,-79.871947,27050,100.16911401829755,Sat May 17 19:28:25 2025
c0856a,Ornge Air,C-GYNP,AW.139,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.22743,-79.643555,1725,53.08508487663036,Sat May 17 21:22:16 2025
a1235b,United Airlines,N17229,737NG 824/W,https://hexdb.io/static/aircraft-images/N17229-thumb.jpg,42.458633,-79.84058,36000,134.8427312802994,Sat May 17 19:21:43 2025
a779eb,Delta Air Lines,N581DA,A321 271NXSL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.148682,-79.825974,35000,167.69551912088613,Sat May 17 19:21:43 2025
c06cda,WestJet,C-GPFT,737MAX 8,https://hexdb.io/static/aircraft-images/C-GPFT-thumb.jpg,43.343485,-79.380602,11575,36.115180546814244,Sat May 17 19:22:45 2025
c05004,Air Canada,C-GEHV,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.680942,-79.909058,9675,47.91208566260323,Sat May 17 19:26:51 2025
ab4af1,American Airlines,N827AW,A319 132,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.669937,-82.61132,36025,189.84510977109557,Sat May 17 19:40:35 2025
a0da26,Mira Vista Aviation,N154MH,GV,https://hexdb.io/static/aircraft-images/N154MH-thumb.jpg,43.423004,-80.468722,17575,97.74229385975133,Sat May 17 19:24:48 2025
a3813b,Delta Air Lines,N325DN,A321 211SL,https://hexdb.io/static/aircraft-images/N325DN-thumb.jpg,42.511643,-80.225873,32750,131.03178881945234,Sat May 17 19:27:52 2025
a92ea0,Delta Air Lines,N325DN,A321 211SL,https://hexdb.io/static/aircraft-images/N325DN-thumb.jpg,42.511643,-80.225873,32750,131.03178881945234,Sat May 17 19:27:52 2025
ad9712,JetBlue Airways,N975JT,A321 231SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.601181,-81.477918,35000,146.39401899714093,Sat May 17 19:26:20 2025
c071a4,WestJet,C-GRAX,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.353516,-79.387079,11375,34.99025375866999,Sat May 17 19:26:51 2025
c05ee1,Air Canada,C-GJYE,A220 300,https://hexdb.io/static/aircraft-images/C-GJYE-thumb.jpg,43.621765,-79.734554,5550,31.856672030200492,Sat May 17 19:28:25 2025
ab3a0c,United Airlines,N822UA,A319 131,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.771451,-82.198941,35950,186.54016934330105,Sat May 17 19:45:11 2025
c0534e,Cargojet Airways,C-GUAJ,767 35EERBCF,https://hexdb.io/static/aircraft-images/C-GUAJ-thumb.jpg,43.273132,-80.20703,11400,80.32646010323796,Sat May 17 22:17:47 2025
899018,China Airlines,B-18052,777 36NER,https://hexdb.io/static/aircraft-images/B-18052-thumb.jpg,43.869153,-79.677822,37000,35.09543232289698,Sat May 17 19:31:57 2025
ab8173,Delta Connection,N840SK,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.685004,-81.343604,24925,145.50836700123742,Sat May 17 19:45:11 2025
484445,KLM Royal Dutch Airlines,PH-AOF,A330 203,https://hexdb.io/static/aircraft-images/PH-AOF-thumb.jpg,43.644699,-79.811075,7050,38.68807521203816,Sat May 17 22:14:09 2025
c08852,Porter Airlines,C-GZQF,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.602595,-79.770094,5900,35.320055156015805,Sat May 17 20:52:30 2025
a145b7,Delta Connection,N181PQ,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.780063,-82.271438,34000,191.06050586030622,Sat May 17 19:52:20 2025
c02cfc,WestJet,C-FRAX,737MAX 8,https://hexdb.io/static/aircraft-images/C-FRAX-thumb.jpg,43.031725,-81.477029,19375,166.26278733973544,Sat May 17 19:37:32 2025
a28fb4,Flight Basic Services LLC,N264V,Falcon 2000LX S,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.627274,-80.139708,40000,120.31803482356922,Sat May 17 19:37:33 2025
a3411f,Delta Air Lines,N309DU,A220 300,https://hexdb.io/static/aircraft-images/N309DU-thumb.jpg,42.458527,-79.838157,36000,134.85039447056778,Sat May 17 19:40:35 2025
c02ebd,Air Canada,C-FRSE,787 9,https://hexdb.io/static/aircraft-images/C-FRSE-thumb.jpg,43.59668,-79.772559,5000,35.640292040549824,Sat May 17 21:47:06 2025
a91536,United Airlines,N68453,737NG 924ER/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.470123,-80.038085,30000,134.06962900865184,Sat May 17 19:43:07 2025
c0617a,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.712039,-79.543697,1975,14.999076955022504,Sat May 17 19:46:12 2025
a5dee3,Alaska Airlines,N478AS,737NG 990ER/W,https://hexdb.io/static/aircraft-images/N478AS-thumb.jpg,42.688635,-80.700393,32000,126.75440464603457,Sat May 17 19:52:20 2025
a3df1e,Delta Air Lines,N349DX,A321 211SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.625929,-80.10662,31950,120.05094602210752,Sat May 17 19:46:12 2025
c06738,Sunwing Airlines,C-GNCH,737NG 81D/W,https://hexdb.io/static/aircraft-images/C-GNCH-thumb.jpg,43.319697,-79.3653,11700,38.81047448393972,Sat May 17 19:46:12 2025
c08863,Sunwing Airlines,C-GNCH,737NG 81D/W,https://hexdb.io/static/aircraft-images/C-GNCH-thumb.jpg,43.467035,-79.460253,9300,23.181736696544956,Sat May 17 19:47:15 2025
a9f64b,American Eagle,N741AK,EMB-170 SU,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.595963,-80.155439,21500,123.20744255342146,Sat May 17 19:47:14 2025
ab28d7,United Airlines,N818UA,A319 131,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.721221,-80.52014,33025,120.705129855169,Sat May 17 19:47:15 2025
a5d68a,United Airlines,N47533,737MAX 9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.627914,-80.156937,36000,120.47089538361622,Sat May 17 19:50:18 2025
a46a7e,Delta Air Lines,N384DN,A321 211SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.781265,-82.286474,35975,191.94207328933544,Sat May 17 20:06:19 2025
c02ec1,Air Canada,C-FRSI,787 9,https://hexdb.io/static/aircraft-images/C-FRSI-thumb.jpg,42.946518,-81.685521,21050,174.53559283134354,Sat May 17 19:50:18 2025
c0371f,WestJet,C-FUWS,737NG 7CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.601257,-79.757804,6125,34.24769355818186,Sat May 17 19:52:20 2025
c010a8,Air Canada,C-FGHZ,787 9,https://hexdb.io/static/aircraft-images/C-FGHZ-thumb.jpg,43.523689,-79.763685,6925,37.04643346767103,Sat May 17 19:57:26 2025
406ecd,Virgin Atlantic Airways,G-VMAP,787 9,https://hexdb.io/static/aircraft-images/G-VMAP-thumb.jpg,43.731171,-79.515722,2525,13.567282808419153,Sat May 17 19:55:24 2025
a06a5a,Delta Air Lines,N126DU,A220 100,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.585056,-80.020454,36000,122.97958990366394,Sat May 17 19:57:26 2025
c02cf1,Air Canada,C-FRAM,777 333ER,https://hexdb.io/static/aircraft-images/C-FRAM-thumb.jpg,43.559738,-79.831578,6450,41.587126819288066,Sat May 17 19:57:27 2025
a21142,Air Canada,C-FRSI,787 9,https://hexdb.io/static/aircraft-images/C-FRSI-thumb.jpg,43.583741,-79.913635,9825,48.381777190380326,Sat May 17 20:04:15 2025
ab31d7,Air Canada Express,C-FJZL,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.330963,-80.075291,16250,68.83746151390203,Sat May 17 19:57:27 2025
c04ff7,Air Canada,C-GEHI,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.92157,-81.746585,23000,176.45908754909857,Sat May 17 19:59:36 2025
a37842,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.649345,-80.713551,36000,128.56156731431025,Sat May 17 20:06:19 2025
ad8b1d,Alaska Airlines,N972AK,737MAX 9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.557171,-79.866518,32000,124.74891094443682,Sat May 17 20:02:38 2025
a3f3ba,Soave Aviation LLC,N354AS,Challenger 350,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.749084,-80.053565,30175,108.39763492490505,Sat May 17 20:05:18 2025
c01e1f,United Express,N757YX,EMB-175 LR,https://hexdb.io/static/aircraft-images/N757YX-thumb.jpg,42.877497,-79.891924,21300,93.49725293006122,Sun May 18 06:54:24 2025
c05060,Air Canada,C-GELJ,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.462473,-80.726689,14500,119.91571507080394,Sat May 17 20:05:17 2025
a449a2,United Airlines,N37561,737MAX 9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.665085,-80.136962,34000,117.02819562112596,Sat May 17 20:06:19 2025
c04c36,WestJet,C-GCWJ,737NG 7CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.51652,-81.488669,22425,188.32586732024515,Sat May 17 20:08:16 2025
c01f52,WestJet,C-FLWJ,737NG 7CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.680058,-79.859815,7500,43.35298378607979,Sat May 17 20:12:54 2025
c0174f,Air Canada,C-FIVM,777 333ER,https://hexdb.io/static/aircraft-images/C-FIVM-thumb.jpg,43.46224,-80.71106,16875,118.56129664995113,Sat May 17 20:10:49 2025
aa3646,United Express,N757YX,EMB-175 LR,https://hexdb.io/static/aircraft-images/N757YX-thumb.jpg,43.167618,-80.801569,33000,123.75578025279391,Sat May 17 20:11:51 2025
c0843a,Airmedic Inc,C-GYBX,PC-12 47E NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.505254,-80.451835,26000,96.30515508500795,Sat May 17 20:21:44 2025
a7650b,Delta Air Lines,N576DN,A321 271NXSL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.779132,-82.266136,32000,190.68813991463992,Sat May 17 20:30:58 2025
ac24c5,Southwest Airlines,N8816Q,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.627419,-80.144944,36000,120.36815080833809,Sat May 17 20:19:09 2025
c0174d,Air Canada,C-FIVK,777 233LR,https://hexdb.io/static/aircraft-images/C-FIVK-thumb.jpg,43.595612,-79.745113,5100,33.230347867004866,Sat May 17 20:19:09 2025
a3e917,Flexjet,N351FX,Phenom 300,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.476761,-80.199696,45000,133.94246824026735,Sat May 17 20:21:44 2025
a923a8,United Airlines,N68822,737NG 924ER/W,https://hexdb.io/static/aircraft-images/N68822-thumb.jpg,42.54039,-80.162492,33000,128.13267358472274,Sat May 17 20:29:57 2025
c005c5,Air Canada,C-FCEU,A321 211SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.854126,-79.57027,4475,26.710730980045366,Sat May 17 20:30:58 2025
a21127,American Eagle,N232NN,EMB-175 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.471863,-80.067548,34000,133.98018087144362,Sat May 17 20:32:02 2025
a67f81,Delta Air Lines,N518DQ,A321 271NXSL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.629979,-80.204666,32025,120.90066200015774,Sat May 17 20:35:39 2025
c08861,Porter Airlines,C-GZQU,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.730942,-79.51636,2525,13.604751741551858,Sat May 17 20:33:04 2025
a9a397,Alaska Airlines,N720AL,737MAX 9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.647529,-80.660024,34000,127.49888642622277,Sat May 17 20:39:12 2025
c02eca,Air Canada,C-FRSR,787 9,https://hexdb.io/static/aircraft-images/C-FRSR-thumb.jpg,43.4621,-80.711844,14400,118.62751386314345,Sat May 17 20:34:36 2025
a030a8,American Eagle,N111HQ,EMB-175 LR,https://hexdb.io/static/aircraft-images/N111HQ-thumb.jpg,42.487747,-80.031967,33000,132.35033451119025,Sat May 17 20:34:36 2025
c01723,Air Canada,C-FITU,777 333ER,https://hexdb.io/static/aircraft-images/C-FITU-thumb.jpg,43.604876,-79.734126,4950,32.07572851912375,Sat May 17 20:35:39 2025
c012b5,1769856 Ontario Inc,C-FHCE,PC-12 45,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.588303,-79.382416,2150,8.907672494646006,Sat May 17 20:35:39 2025
c00dce,Flair Airlines,C-FFFX,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.693588,-79.570462,1450,16.861654230149693,Sat May 17 20:40:14 2025
a2b0ed,United Airlines,N27246,737NG 824/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.50032,-80.224915,14075,76.56721108106171,Sat May 17 20:39:43 2025
c040e8,WestJet,C-FYPB,737NG 8CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.462519,-80.734994,16575,120.63483987868133,Sat May 17 20:40:14 2025
3949ec,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.996735,-81.248943,33000,150.46725488144335,Sat May 17 20:42:17 2025
c0168e,SkyCare Air Ambulance,C-FIOB,Metro III,https://hexdb.io/static/aircraft-images/C-FIOB-thumb.jpg,43.500366,-79.983608,5925,55.971298271191394,Sat May 17 20:47:24 2025
4cae29,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.95755,-81.343476,33000,154.79789818768782,Sat May 17 20:42:17 2025
a6045d,United Airlines,N487UA,A320 232,https://hexdb.io/static/aircraft-images/N487UA-thumb.jpg,42.487198,-80.145014,33025,132.80575683458753,Sat May 17 20:44:48 2025
abfac6,Southwest Airlines,N871HK,737MAX 8,https://hexdb.io/static/aircraft-images/N871HK-thumb.jpg,42.279419,-80.350321,33025,150.90809099457897,Sat May 17 20:44:49 2025
c05eb6,Air Canada,C-GJWN,A321 211,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.462967,-80.815621,16400,127.62577054371465,Sat May 17 20:47:23 2025
a0b820,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.486832,-80.189646,35025,133.01460032757385,Sat May 17 20:47:24 2025
a7b08d,Flexjet,N595FX,Challenger 350,https://hexdb.io/static/aircraft-images/N595FX-thumb.jpg,42.627465,-80.053732,45000,119.33031309752873,Sat May 17 20:49:56 2025
a2bd48,FedEx Express,N276FE,767 300F,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.800733,-81.03324,34025,135.89041872754683,Sat May 17 21:02:47 2025
a273f5,United Airlines,N25705,737NG 724/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.407646,-80.08503,37000,140.13833929256526,Sat May 17 20:55:32 2025
0c605c,Caribbean Airlines,9Y-GUY,737MAX 8,https://hexdb.io/static/aircraft-images/9Y-GUY-thumb.jpg,43.332825,-79.373932,11725,37.31797796348233,Sat May 17 20:57:36 2025
a1373d,Delta Air Lines,N178DN,767 332ER/W,https://hexdb.io/static/aircraft-images/N178DN-thumb.jpg,42.62915,-80.186712,34000,120.737890874253,Sat May 17 20:58:39 2025
c060ba,Porter Airlines,C-GKQJ,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.458469,-80.419987,13175,93.53316445541135,Sat May 17 20:58:07 2025
c06aab,Air Canada Express,C-GJZS,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.292084,-80.104001,10275,72.50645635368294,Sat May 17 21:06:55 2025
c03cf1,Air Canada,C-FXCA,767 375ERBDSF,https://hexdb.io/static/aircraft-images/C-FXCA-thumb.jpg,43.307174,-79.357649,11725,40.24000420262808,Sat May 17 21:02:47 2025
aa2ded,Flair Airlines,C-FLHI,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.989176,-81.628156,20000,173.66594119407634,Sat May 17 21:24:51 2025
a09239,NetJets,N186QS,Global 7500,https://hexdb.io/static/aircraft-images/N186QS-thumb.jpg,42.650482,-80.748451,43000,129.28596531177814,Sat May 17 21:13:33 2025
aa2bc5,United Airlines,N75436,737NG 924ER/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.571976,-80.102941,33000,124.85637914958184,Sat May 17 21:05:52 2025
a4c9d5,JetBlue Airways,N4076J,A321 271NXSL(LR),https://hexdb.io/static/aircraft-images/N4076J-thumb.jpg,42.317427,-80.078132,34950,148.90572930974136,Sat May 17 21:06:23 2025
c01dcb,Flair Airlines,C-FLHI,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.04187,-81.451679,19200,165.0778488902869,Sat May 17 21:06:23 2025
c00e14,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.574844,-79.768407,5225,35.74671571234328,Sat May 17 21:06:55 2025
a15865,NetJets,N186QS,Global 7500,https://hexdb.io/static/aircraft-images/N186QS-thumb.jpg,42.650482,-80.748451,43000,129.28596531177814,Sat May 17 21:13:33 2025
a448fa,United Airlines,N37518,737MAX 9,https://hexdb.io/static/aircraft-images/N37518-thumb.jpg,42.651352,-80.77292,32000,129.8052431187872,Sat May 17 21:17:40 2025
a21bea,Delta Connection,N235JQ,EMB-175 LR,https://hexdb.io/static/aircraft-images/N235JQ-thumb.jpg,42.472074,-80.069701,34000,133.96599397361226,Sat May 17 21:12:01 2025
